CNAE,Descrição Receita Federal,MCC,Descrição MCC2,,,,
5211-7/99,Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis,4225,Armazenamento de Mercadorias,,,,
5212-5/00,Carga e descarga,4214,Transporte de Carga Rodoviário e Armazenamento,,,,
5221-4/00,Concessionárias de rodovias, pontes, túneis e serviços relacionados,4784,Pedágios (Rodovias e Pontes),,,,
5222-2/00,Terminais rodoviários e ferroviários,4111,Transporte de Passageiros em Trem, Metrô e Balsas (urbano),,,,
5223-1/00,Estacionamento de veículos,7523,Estacionamento,,,,
5229-0/01,Serviços de apoio ao transporte por táxi, inclusive centrais de chamada,4121,Taxi e Limusine,,,,
5229-0/02,Serviços de reboque de veículos,7549,Guincho,,,,
5229-0/99,Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente,4789,Transporte Turistico (bondinhos, cavalos, carruagens, bicicletas),,,,
5231-1/01,Administração da infra-estrutura portuária,7299,OUTROS SERVIÇOS (NÃO CLASSIFICADOS EM OUTRA CATEGORIA)          ,,,,
5231-1/02,Atividades do Operador Portuário,7399,Gerenciamento de Escritórios,,,,
5231-1/03,Gestão de terminais aquaviários ,7399,Gerenciamento de Escritórios,,,,
5232-0/00,Atividades de agenciamento marítimo,4411,Cruzeiros Maritimos,,,,
5239-7/00,Atividades auxiliares dos transportes aquaviários não especificadas anteriormente,7399,Gerenciamento de Escritórios,,,,
5239-7/01,Serviços de praticagem,7399,Gerenciamento de Escritórios,,,,
5239-7/99,Atividades auxiliares dos transportes aquaviários não especificadas anteriormente,7399,Gerenciamento de Escritórios,,,,
5240-1/01,Operação dos aeroportos e campos de aterrissagem,4582,Aeroportos e Serviços Ligados a Aeronaves,,,,
5240-1/99,Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem,4582,Aeroportos e Serviços Ligados a Aeronaves,,,,
5250-8/01,Comissaria de despachos,7399,Gerenciamento de Escritórios,,,,
5250-8/02,Atividades de despachantes aduaneiros,7399,Gerenciamento de Escritórios,,,,
5250-8/03,Agenciamento de cargas, exceto para o transporte marítimo,4215,Courier,,,,
5250-8/04,Organização logística do transporte de carga,4215,Courier,,,,
5250-8/05,Operador de transporte multimodal - OTM,4215,Courier,,,,
5310-5/01,Atividades do Correio Nacional,9402,Correios,,,,
5310-5/02,Atividades de franqueadas e permissionárias do Correio Nacional,9402,Correios,,,,
5320-2/01,Serviços de malote não realizados pelo Correio Nacional,4215,Courier,,,,
5320-2/02,Serviços de entrega rápida,4215,Courier,,,,
5510-8/01,Hotéis,7011,Hoteis / Resorts / Pousadas / Moteis,,,,
5510-8/02,Apart-hotéis,7011,Hoteis / Resorts / Pousadas / Moteis,,,,
5510-8/03,Motéis,7011,Hoteis / Resorts / Pousadas / Moteis,,,,
5590-6/01,Albergues, exceto assistenciais,7011,Hoteis / Resorts / Pousadas / Moteis,,,,
5590-6/02,Campings,7033,Camping e Estacionamento de Trailers,,,,
5590-6/03,Pensões (alojamento),7011,Hoteis / Resorts / Pousadas / Moteis,,,,
5590-6/99,Outros alojamentos não especificados anteriormente,7011,Hoteis / Resorts / Pousadas / Moteis,,,,
5611-2/01,Restaurantes e similares,5812,Restaurantes,,,,
5611-2/02,Bares e outros estabelecimentos especializados em servir bebidas,5813,Bares e Casas Noturnas,,,,
5611-2/03,Lanchonetes, casas de chá, de sucos e similares,5814,Lanchonetes,,,,
5612-1/00,Serviços ambulantes de alimentação,5499,Cafeterias / Sacolões / Sorveterias / Suplementos Alimentares (dietéticos e para esportistas) / Comida Especializada,,,,
5620-1/01,Fornecimento de alimentos preparados preponderantemente para empresas,5499,Cafeterias / Sacolões / Sorveterias / Suplementos Alimentares (dietéticos e para esportistas) / Comida Especializada,,,,
5620-1/02,Serviços de alimentação para eventos e recepções - bufê,5811,Buffets / Festas a Domicilio / Aluguel de artigos para Festas,,,,
5620-1/03,Cantinas - serviços de alimentação privativos,5812,Restaurantes,,,,
5620-1/04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,5499,Cafeterias / Sacolões / Sorveterias / Suplementos Alimentares (dietéticos e para esportistas) / Comida Especializada,,,,
5811-5/00,Edição de livros,2741,Impressões e Encadernações,,,,
5812-3/00,Edição de jornais,2741,Impressões e Encadernações,,,,
5812-3/01,Edição de jornais diários,2741,Impressões e Encadernações,,,,
5812-3/02,Edição de jornais não diários,2741,Impressões e Encadernações,,,,
5813-1/00,Edição de revistas,2741,Impressões e Encadernações,,,,
5819-1/00,Edição de cadastros, listas e outros produtos gráficos,2741,Impressões e Encadernações,,,,
5821-2/00,Edição integrada à impressão de livros,2741,Impressões e Encadernações,,,,
5822-1/00,Edição integrada à impressão de jornais,2741,Impressões e Encadernações,,,,
5822-1/01,Edição integrada à impressão de jornais diários,2741,Impressões e Encadernações,,,,
5822-1/02,Edição integrada à impressão de jornais não diários,2741,Impressões e Encadernações,,,,
5823-9/00,Edição integrada à impressão de revistas,2741,Impressões e Encadernações,,,,
5829-8/00,Edição integrada à impressão de cadastros, listas e outros produtos gráficos,2741,Impressões e Encadernações,,,,
5911-1/01,Estúdios cinematográficos,7829,Produtores e Distribuidores de Filmes,,,,
5911-1/02,Produção de filmes para publicidade,7829,Produtores e Distribuidores de Filmes,,,,
5911-1/99,Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente,7829,Produtores e Distribuidores de Filmes,,,,
5912-0/01,Serviços de dublagem,7829,Produtores e Distribuidores de Filmes,,,,
5912-0/02,Serviços de mixagem sonora em produção audiovisual,7829,Produtores e Distribuidores de Filmes,,,,
5912-0/99,Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente,7829,Produtores e Distribuidores de Filmes,,,,
5913-8/00,Distribuição cinematográfica, de vídeo e de programas de televisão,7829,Produtores e Distribuidores de Filmes,,,,
5914-6/00,Atividades de exibição cinematográfica,7832,Cinemas,,,,
5920-1/00,Atividades de gravação de som e de edição de música,7299,OUTROS SERVIÇOS (NÃO CLASSIFICADOS EM OUTRA CATEGORIA)          ,,,,
6010-1/00,Atividades de rádio,4899,TV a Cabo e outros tipos de TV paga,,,,
6021-7/00,Atividades de televisão aberta,4899,TV a Cabo e outros tipos de TV paga,,,,
6022-5/01,Programadoras,4899,TV a Cabo e outros tipos de TV paga,,,,
6022-5/02,Atividades relacionadas à televisão por assinatura, exceto programadoras,4899,TV a Cabo e outros tipos de TV paga,,,,
6110-8/01,Serviços de telefonia fixa comutada - STFC,4814,Serviços de Telecomunicações - Chamadas Locais e Longa Distância,,,,
6110-8/02,Serviços de redes de transporte de telecomunicações - SRTT,4814,Serviços de Telecomunicações - Chamadas Locais e Longa Distância,,,,
6110-8/03,Serviços de comunicação multimídia - SCM,4814,Serviços de Telecomunicações - Chamadas Locais e Longa Distância,,,,
6110-8/99,Serviços de telecomunicações por fio não especificados anteriormente,4814,Serviços de Telecomunicações - Chamadas Locais e Longa Distância,,,,
6120-5/01,Telefonia móvel celular,4814,Serviços de Telecomunicações - Chamadas Locais e Longa Distância,,,,
6120-5/02,Serviço móvel especializado - SME,4814,Serviços de Telecomunicações - Chamadas Locais e Longa Distância,,,,
6120-5/99,Serviços de telecomunicações sem fio não especificados anteriormente,4814,Serviços de Telecomunicações - Chamadas Locais e Longa Distância,,,,
6130-2/00,Telecomunicações por satélite,4814,Serviços de Telecomunicações - Chamadas Locais e Longa Distância,,,,
6141-8/00,Operadoras de televisão por assinatura por cabo,4899,TV a Cabo e outros tipos de TV paga,,,,
6142-6/00,Operadoras de televisão por assinatura por microondas,4899,TV a Cabo e outros tipos de TV paga,,,,
6143-4/00,Operadoras de televisão por assinatura por satélite,4899,TV a Cabo e outros tipos de TV paga,,,,
6190-6/01,Provedores de acesso às redes de comunicações,4816,Provedores de internet,,,,
6190-6/02,Provedores de voz sobre protocolo internet - VOIP,4814,Serviços de Telecomunicações - Chamadas Locais e Longa Distância,,,,
6190-6/99,Outras atividades de telecomunicações não especificadas anteriormente,4814,Serviços de Telecomunicações - Chamadas Locais e Longa Distância,,,,
6201-5/00,Desenvolvimento de programas de computador sob encomenda,7372,Serviços de Programação de Computadores e Processamento de Dados,,,,
6201-5/01,Desenvolvimento de programas de computador sob encomenda,7372,Serviços de Programação de Computadores e Processamento de Dados,,,,
6201-5/02,Web design,8999,Outros serviços profissionais de especializados,,,,
6202-3/00,Desenvolvimento e licenciamento de programas de computador customizáveis,7372,Serviços de Programação de Computadores e Processamento de Dados,,,,
6203-1/00,Desenvolvimento e licenciamento de programas de computador não-customizáveis,7372,Serviços de Programação de Computadores e Processamento de Dados,,,,
6204-0/00,Consultoria em tecnologia da informação,7372,Serviços de Programação de Computadores e Processamento de Dados,,,,
6209-1/00,Suporte técnico, manutenção e outros serviços em tecnologia da informação,7379,Consertos de Computadores,,,,
6311-9/00,Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet,4816,Provedores de internet,,,,
6319-4/00,Portais, provedores de conteúdo e outros serviços de informação na internet,4816,Provedores de internet,,,,
6391-7/00,Agências de notícias,5192,Atacadistas e Distribuidores de Livros, Periódicos e Jornais,,,,
6399-2/00,Outras atividades de prestação de serviços de informação não especificadas anteriormente,7299,OUTROS SERVIÇOS (NÃO CLASSIFICADOS EM OUTRA CATEGORIA)          ,,,,
6410-7/00,Banco Central,9399,Serviços Governamentais,,,,
6421-2/00,Bancos comerciais,6012,Instituições Financeiras,,,,
6422-1/00,Bancos múltiplos, com carteira comercial,6012,Instituições Financeiras,,,,
6423-9/00,Caixas econômicas,6012,Instituições Financeiras,,,,
6424-7/01,Bancos cooperativos,6012,Instituições Financeiras,,,,
6424-7/02,Cooperativas centrais de crédito,6012,Instituições Financeiras,,,,
6424-7/03,Cooperativas de crédito mútuo,6012,Instituições Financeiras,,,,
6424-7/04,Cooperativas de crédito rural,6012,Instituições Financeiras,,,,
6431-0/00,Bancos múltiplos, sem carteira comercial,6012,Instituições Financeiras,,,,
6432-8/00,Bancos de investimento,6012,Instituições Financeiras,,,,
6433-6/00,Bancos de desenvolvimento,6012,Instituições Financeiras,,,,
6434-4/00,Agências de fomento,6012,Instituições Financeiras,,,,
6435-2/01,Sociedades de crédito imobiliário,6012,Instituições Financeiras,,,,
6435-2/02,Associações de poupança e empréstimo,6012,Instituições Financeiras,,,,
6435-2/03,Companhias hipotecárias,6012,Instituições Financeiras,,,,
6436-1/00,Sociedades de crédito, financiamento e investimento - financeiras,6012,Instituições Financeiras,,,,
6437-9/00,Sociedades de crédito ao microempreendedor,6012,Instituições Financeiras,,,,
6438-7/01,Bancos de câmbio,6012,Instituições Financeiras,,,,
6438-7/99,Outras instituições de intermediação não-monetária não especificadas anteriormente,6012,Instituições Financeiras,,,,
6440-9/00,Arrendamento mercantil,6012,Instituições Financeiras,,,,
6450-6/00,Sociedades de capitalização,6012,Instituições Financeiras,,,,
6461-1/00,Holdings de instituições financeiras,6012,Instituições Financeiras,,,,
6462-0/00,Holdings de instituições não-financeiras,8999,Outros serviços profissionais de especializados,,,,
6463-8/00,Outras sociedades de participação, exceto holdings,8999,Outros serviços profissionais de especializados,,,,
6470-1/01,Fundos de investimento, exceto previdenciários e imobiliários,6012,Instituições Financeiras,,,,
6470-1/02,Fundos de investimento previdenciários,6012,Instituições Financeiras,,,,
6470-1/03,Fundos de investimento imobiliários,6012,Instituições Financeiras,,,,
6491-3/00,Sociedades de fomento mercantil - factoring,6211,Corretor de Seguros e Títulos Mobiliários,,,,
6492-1/00,Securitização de créditos,6012,Instituições Financeiras,,,,
6493-0/00,Administração de consórcios para aquisição de bens e direitos,6012,Instituições Financeiras,,,,
6499-9/01,Clubes de investimento,6211,Corretor de Seguros e Títulos Mobiliários,,,,
6499-9/02,Sociedades de investimento,6211,Corretor de Seguros e Títulos Mobiliários,,,,
6499-9/03,Fundo garantidor de crédito,6012,Instituições Financeiras,,,,
6499-9/04,Caixas de financiamento de corporações,6012,Instituições Financeiras,,,,
6499-9/05,Concessão de crédito pelas OSCIP,6012,Instituições Financeiras,,,,
6499-9/99,Outras atividades de serviços financeiros não especificadas anteriormente,6012,Instituições Financeiras,,,,
6511-1/01,Sociedade seguradora de seguros vida,6300,Seguros em Geral - Vendas e Prêmios,,,,
6511-1/02,Planos de auxílio-funeral,6300,Seguros em Geral - Vendas e Prêmios,,,,
6512-0/00,Sociedade seguradora de seguros não vida,6300,Seguros em Geral - Vendas e Prêmios,,,,
6520-1/00,Sociedade seguradora de seguros saúde,6300,Seguros em Geral - Vendas e Prêmios,,,,
6530-8/00,Resseguros,6300,Seguros em Geral - Vendas e Prêmios,,,,
6541-3/00,Previdência complementar fechada,6300,Seguros em Geral - Vendas e Prêmios,,,,
6542-1/00,Previdência complementar aberta,6300,Seguros em Geral - Vendas e Prêmios,,,,
6550-2/00,Planos de saúde,6300,Seguros em Geral - Vendas e Prêmios,,,,
6611-8/01,Bolsa de valores,6211,Corretor de Seguros e Títulos Mobiliários,,,,
6611-8/02,Bolsa de mercadorias,6211,Corretor de Seguros e Títulos Mobiliários,,,,
6611-8/03,Bolsa de mercadorias e futuros,6211,Corretor de Seguros e Títulos Mobiliários,,,,
6611-8/04,Administração de mercados de balcão organizados,6211,Corretor de Seguros e Títulos Mobiliários,,,,
6612-6/01,Corretoras de títulos e valores mobiliários,6211,Corretor de Seguros e Títulos Mobiliários,,,,
6612-6/02,Distribuidoras de títulos e valores mobiliários,6211,Corretor de Seguros e Títulos Mobiliários,,,,
6612-6/03,Corretoras de câmbio,6012,Instituições Financeiras,,,,
6612-6/04,Corretoras de contratos de mercadorias,6211,Corretor de Seguros e Títulos Mobiliários,,,,
6612-6/05,Agentes de investimentos em aplicações financeiras,6211,Corretor de Seguros e Títulos Mobiliários,,,,
6613-4/00,Administração de cartões de crédito,6012,Instituições Financeiras,,,,
6619-3/01,Serviços de liquidação e custódia,6012,Instituições Financeiras,,,,
6619-3/02,Correspondentes de instituições financeiras,6012,Instituições Financeiras,,,,
6619-3/03,Representações de bancos estrangeiros,6012,Instituições Financeiras,,,,
6619-3/04,Caixas eletrônicos,6011,CAIXAS ELETRÔNICOS - INSTITUÇÃO FINANCEIRA                             ,,,,
6619-3/05,Operadoras de cartões de débito,6012,Instituições Financeiras,,,,
6619-3/99,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,8999,Outros serviços profissionais de especializados,,,,
6621-5/01,Peritos e avaliadores de seguros,6300,Seguros em Geral - Vendas e Prêmios,,,,
6621-5/02,Auditoria e consultoria atuarial,8931,Servicos de Auditoria e Contabilidade,,,,
6622-3/00,Corretores e agentes de seguros, de planos de previdência complementar e de saúde,6300,Seguros em Geral - Vendas e Prêmios,,,,
6629-1/00,Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente,6300,Seguros em Geral - Vendas e Prêmios,,,,
6630-4/00,Atividades de administração de fundos por contrato ou comissão,6211,Corretor de Seguros e Títulos Mobiliários,,,,
6810-2/01,Compra e venda de imóveis próprios,6513,Imobiliárias,,,,
6810-2/02,Aluguel de imóveis próprios,6513,Imobiliárias,,,,
6810-2/03,Loteamento de imóveis próprios,6513,Imobiliárias,,,,
6821-8/01,Corretagem na compra e venda e avaliação de imóveis,6513,Imobiliárias,,,,
6821-8/02,Corretagem no aluguel de imóveis,6513,Imobiliárias,,,,
6822-6/00,Gestão e administração da propriedade imobiliária,6513,Imobiliárias,,,,
6911-7/01,Serviços advocatícios,8111,Advogados,,,,
6911-7/02,Atividades auxiliares da justiça,8111,Advogados,,,,
6911-7/03,Agente de propriedade industrial,7299,OUTROS SERVIÇOS (NÃO CLASSIFICADOS EM OUTRA CATEGORIA)          ,,,,
6912-5/00,Cartórios,9311,PAGAMENTOS DE IMPOSTOS                              ,,,,
6920-6/01,Atividades de contabilidade,8931,Servicos de Auditoria e Contabilidade,,,,
6920-6/02,Atividades de consultoria e auditoria contábil e tributária,8931,Servicos de Auditoria e Contabilidade,,,,
7020-4/00,Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica,7392,Consultoria Empresarial,,,,
7111-1/00,Serviços de arquitetura,8911,Arquitetura / Engenharia,,,,
7112-0/00,Serviços de engenharia,8911,Arquitetura / Engenharia,,,,
7119-7/01,Serviços de cartografia, topografia e geodésia,8911,Arquitetura / Engenharia,,,,
7119-7/02,Atividades de estudos geológicos,8911,Arquitetura / Engenharia,,,,
7119-7/03,Serviços de desenho técnico relacionados à arquitetura e engenharia,8911,Arquitetura / Engenharia,,,,
7119-7/04,Serviços de perícia técnica relacionados à segurança do trabalho,8999,Outros serviços profissionais de especializados,,,,
7119-7/99,Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente,8911,Arquitetura / Engenharia,,,,
7120-1/00,Testes e análises técnicas,8734,Serviços de Certificação e Inspeção para Outros Comércios,,,,
7210-0/00,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,8999,Outros serviços profissionais de especializados,,,,
7220-7/00,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,8999,Outros serviços profissionais de especializados,,,,
7311-4/00,Agências de publicidade,7311,Serviços de Publicidade (Anuncios e propaganda),,,,
7312-2/00,Agenciamento de espaços para publicidade, exceto em veículos de comunicação,7311,Serviços de Publicidade (Anuncios e propaganda),,,,
7319-0/01,Criação de estandes para feiras e exposições,7311,Serviços de Publicidade (Anuncios e propaganda),,,,
7319-0/02,Promoção de vendas,7311,Serviços de Publicidade (Anuncios e propaganda),,,,
7319-0/03,Marketing direto,5969,MARKETING DIRETO - OUTROS TIPOS NÃO CLASSICADOS EM OUTRA CATEGORIA,,,,
7319-0/04,Consultoria em publicidade,7311,Serviços de Publicidade (Anuncios e propaganda),,,,
7319-0/99,Outras atividades de publicidade não especificadas anteriormente,7311,Serviços de Publicidade (Anuncios e propaganda),,,,
7320-3/00,Pesquisas de mercado e de opinião pública,8999,Outros serviços profissionais de especializados,,,,
7410-2/01,Design,8911,Arquitetura / Engenharia,,,,
7410-2/02,Design de interiores,8911,Arquitetura / Engenharia,,,,
7410-2/03,Design de produto,8999,Outros serviços profissionais de especializados,,,,
7410-2/99,Atividades de design não especificadas anteriormente,8999,Outros serviços profissionais de especializados,,,,
7420-0/01,Atividades de produção de fotografias, exceto aérea e submarina,7221,Estúdios Fotográficos,,,,
7420-0/02,Atividades de produção de fotografias aéreas e submarinas,7221,Estúdios Fotográficos,,,,
7420-0/03,Laboratórios fotográficos,7395,Laboratorios Fotograficos,,,,
7420-0/04,Filmagem de festas e eventos,7221,Estúdios Fotográficos,,,,
7420-0/05,Serviços de microfilmagem,7299,OUTROS SERVIÇOS (NÃO CLASSIFICADOS EM OUTRA CATEGORIA)          ,,,,
7490-1/01,Serviços de tradução, interpretação e similares,7399,Gerenciamento de Escritórios,,,,
7490-1/02,Escafandria e mergulho,8999,Outros serviços profissionais de especializados,,,,
7490-1/03,Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias,763,Cooperativas Agrícolas,,,,
7490-1/04,Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários,8999,Outros serviços profissionais de especializados,,,,
7490-1/05,Agenciamento de profissionais para atividades esportivas, culturais e artísticas,7941,Campos e Quadras de Esporte,,,,
7490-1/99,Outras atividades profissionais, científicas e técnicas não especificadas anteriormente,8999,Outros serviços profissionais de especializados,,,,
7500-1/00,Atividades veterinárias,742,Veterinários,,,,
7711-0/00,Locação de automóveis sem condutor,7512,Locadoras de Veiculos,,,,
7719-5/01,Locação de embarcações sem tripulação, exceto para fins recreativos,4457,Aluguel e Arrendamento de Barcos, Esquis e Iates,,,,
7719-5/02,Locação de aeronaves sem tripulação,7399,Gerenciamento de Escritórios,,,,
7719-5/99,Locação de outros meios de transporte não especificados anteriormente, sem condutor,7512,Locadoras de Veiculos,,,,
7721-7/00,Aluguel de equipamentos recreativos e esportivos,5941,Artigos Esportivos,,,,
7722-5/00,Aluguel de fitas de vídeo, DVDs e similares,7841,Locadoras de Filmes,,,,
7723-3/00,Aluguel de objetos do vestuário, jóias e acessórios,7296,Aluguel de Roupas,,,,
7729-2/01,Aluguel de aparelhos de jogos eletrônicos,7994,Lojas de Diversão / Video Game / Lan House / Ciber Café,,,,
7729-2/02,Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais,7394,Aluguel de Equipamento e Mobília de Escritórios ,,,,
7729-2/03,Aluguel de material médico,7394,Aluguel de Equipamento e Mobília de Escritórios ,,,,
7729-2/99,Aluguel de outros objetos pessoais e domésticos não especificados anteriormente,7394,Aluguel de Equipamento e Mobília de Escritórios ,,,,
7731-4/00,Aluguel de máquinas e equipamentos agrícolas sem operador,7394,Aluguel de Equipamento e Mobília de Escritórios ,,,,
7732-2/01,Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes,7394,Aluguel de Equipamento e Mobília de Escritórios ,,,,
7732-2/02,Aluguel de andaimes,7394,Aluguel de Equipamento e Mobília de Escritórios ,,,,
7733-1/00,Aluguel de máquinas e equipamentos para escritório,7394,Aluguel de Equipamento e Mobília de Escritórios ,,,,
7739-0/01,Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador,7394,Aluguel de Equipamento e Mobília de Escritórios ,,,,
7739-0/02,Aluguel de equipamentos científicos, médicos e hospitalares, sem operador,7394,Aluguel de Equipamento e Mobília de Escritórios ,,,,
7739-0/03,Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes,7394,Aluguel de Equipamento e Mobília de Escritórios ,,,,
7739-0/99,Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador,7394,Aluguel de Equipamento e Mobília de Escritórios ,,,,
7740-3/00,Gestão de ativos intangíveis não-financeiros,7392,Consultoria Empresarial,,,,
7810-8/00,Seleção e agenciamento de mão-de-obra,7361,Agências de Emprego,,,,
7820-5/00,Locação de mão-de-obra temporária,7361,Agências de Emprego,,,,
7830-2/00,Fornecimento e gestão de recursos humanos para terceiros,7361,Agências de Emprego,,,,
7911-2/00,Agências de viagens,4722,Agencias de Viagem / Operadoras de Turismo,,,,
7912-1/00,Operadores turísticos,4722,Agencias de Viagem / Operadoras de Turismo,,,,
7990-2/00,Serviços de reservas e outros serviços de turismo não especificados anteriormente,4722,Agencias de Viagem / Operadoras de Turismo,,,,
8011-1/01,Atividades de vigilância e segurança privada,7393,Serviços de Segurança,,,,
8011-1/02,Serviços de adestramento de cães de guarda,7393,Serviços de Segurança,,,,
8012-9/00,Atividades de transporte de valores,7393,Serviços de Segurança,,,,
8020-0/00,Atividades de monitoramento de sistemas de segurança,7393,Serviços de Segurança,,,,
8020-0/01,Atividades de monitoramento de sistemas de segurança eletrônico,7393,Serviços de Segurança,,,,
8020-0/02,Outras atividades de serviços de segurança,7393,Serviços de Segurança,,,,
8030-7/00,Atividades de investigação particular,7393,Serviços de Segurança,,,,
8111-7/00,Serviços combinados para apoio a edifícios, exceto condomínios prediais,7349,Serviços de Manutenção e Limpeza de Edifícios,,,,
8112-5/00,Condomínios prediais,7349,Serviços de Manutenção e Limpeza de Edifícios,,,,
8121-4/00,Limpeza em prédios e em domicílios,7349,Serviços de Manutenção e Limpeza de Edifícios,,,,
8122-2/00,Imunização e controle de pragas urbanas,7342,Dedetização e Desinfecção,,,,
8129-0/00,Atividades de limpeza não especificadas anteriormente,7349,Serviços de Manutenção e Limpeza de Edifícios,,,,
8130-3/00,Atividades paisagísticas,780,Paisagismo e Jardinagem,,,,
8211-3/00,Serviços combinados de escritório e apoio administrativo,7392,Consultoria Empresarial,,,,
8219-9/01,Fotocópias,7338,Copias / Fotocopias,,,,
8219-9/99,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,7399,Gerenciamento de Escritórios,,,,
8220-2/00,Atividades de teleatendimento,5969,MARKETING DIRETO - OUTROS TIPOS NÃO CLASSICADOS EM OUTRA CATEGORIA,,,,
8230-0/01,Serviços de organização de feiras, congressos, exposições e festas,7991,Museus / Jardins Botânicos / Exposições,,,,
8230-0/02,Casas de festas e eventos,5811,Buffets / Festas a Domicilio / Aluguel de artigos para Festas,,,,
8291-1/00,Atividades de cobrança e informações cadastrais,7399,Gerenciamento de Escritórios,,,,
8292-0/00,Envasamento e empacotamento sob contrato,7399,Gerenciamento de Escritórios,,,,
8299-7/01,Medição de consumo de energia elétrica, gás e água,4900,Servicos de Água, Luz, Gas, Tratamento de Lixo e Outros,,,,
8299-7/02,Emissão de vales-alimentação, vales-transporte e similares,7399,Gerenciamento de Escritórios,,,,
8299-7/03,Serviços de gravação de carimbos, exceto confecção,2791,COMPOSIÇÃO TIPOGRÁFICA, GRAVAÇÃO DE CHAPAS FLEXOGRÁFICAS E SERVIÇOS RELACIONADOS     ,,,,
8299-7/04,Leiloeiros independentes,8999,Outros serviços profissionais de especializados,,,,
8299-7/05,Serviços de levantamento de fundos sob contrato,8999,Outros serviços profissionais de especializados,,,,
8299-7/06,Casas lotéricas,7995,Apostas, Casas Lotericas, Bingos ,,,,
8299-7/07,Salas de acesso à internet,4816,Provedores de internet,,,,
8299-7/99,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,7299,OUTROS SERVIÇOS (NÃO CLASSIFICADOS EM OUTRA CATEGORIA)          ,,,,
8411-6/00,Administração pública em geral,9399,Serviços Governamentais,,,,
8412-4/00,Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais,9399,Serviços Governamentais,,,,
8413-2/00,Regulação das atividades econômicas,9399,Serviços Governamentais,,,,
8421-3/00,Relações exteriores,9399,Serviços Governamentais,,,,
8422-1/00,Defesa,9399,Serviços Governamentais,,,,
8423-0/00,Justiça,9399,Serviços Governamentais,,,,
8424-8/00,Segurança e ordem pública,9399,Serviços Governamentais,,,,
8425-6/00,Defesa Civil,9399,Serviços Governamentais,,,,
8430-2/00,Seguridade social obrigatória,9399,Serviços Governamentais,,,,
8511-2/00,Educação infantil - creche,8351,Creches, Berçários e Pré-Escola,,,,
8512-1/00,Educação infantil - pré-escola,8351,Creches, Berçários e Pré-Escola,,,,
8513-9/00,Ensino fundamental,8211,Escolas de Ensino fundamental e Médio,,,,
8520-1/00,Ensino médio,8211,Escolas de Ensino fundamental e Médio,,,,
8531-7/00,Educação superior - graduação,8220,Ensino Superior ,,,,
8532-5/00,Educação superior - graduação e pós-graduação,8220,Ensino Superior ,,,,
8533-3/00,Educação superior - pós-graduação e extensão,8220,Ensino Superior ,,,,
8541-4/00,Educação profissional de nível técnico,8249,Escolas Profissionalizantes,,,,
8542-2/00,Educação profissional de nível tecnológico,8249,Escolas Profissionalizantes,,,,
8550-3/01,Administração de caixas escolares,8244,Treinamentos de Escritório,,,,
8550-3/02,Atividades de apoio à educação, exceto caixas escolares,8244,Treinamentos de Escritório,,,,
8591-1/00,Ensino de esportes,8299,Extra-curriculares e Auto-Escola,,,,
8592-9/01,Ensino de dança,7911,Dança (Estudios, Escolas e Salões),,,,
8592-9/02,Ensino de artes cênicas, exceto dança,8299,Extra-curriculares e Auto-Escola,,,,
8592-9/03,Ensino de música,8299,Extra-curriculares e Auto-Escola,,,,
8592-9/99,Ensino de arte e cultura não especificado anteriormente,8299,Extra-curriculares e Auto-Escola,,,,
8593-7/00,Ensino de idiomas,8299,Extra-curriculares e Auto-Escola,,,,
8599-6/01,Formação de condutores,8299,Extra-curriculares e Auto-Escola,,,,
8599-6/02,Cursos de pilotagem,8299,Extra-curriculares e Auto-Escola,,,,
8599-6/03,Treinamento em informática,8244,Treinamentos de Escritório,,,,
8599-6/04,Treinamento em desenvolvimento profissional e gerencial,8299,Extra-curriculares e Auto-Escola,,,,
8599-6/05,Cursos preparatórios para concursos,8299,Extra-curriculares e Auto-Escola,,,,
8599-6/99,Outras atividades de ensino não especificadas anteriormente,8299,Extra-curriculares e Auto-Escola,,,,
